"Commit","ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Clone Metric Rules","Code Size Rules","Cohesion Metric Rules","Comment Rules","Complexity Metric Rules","Controversial Rules","Coupling Metric Rules","Coupling Rules","Design Rules","Documentation Metric Rules","Empty Code Rules","Finalizer Rules","Import Statement Rules","Inheritance Metric Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Size Metric Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules"
0057,L600,DBManager,DBManager,L104,L103,/tmp/tmp.RptKjI/HM/src/DBManager.java,13,1,255,2,0.125899,1,2,2,0.0823045,0.0990099,20,20,2,2,2,27,3,8,18,13,30,0.941176,0.114035,26,23,16,1,0.114035,26,0,0,0,0,0,202,243,4,3,4,3,17,1,16,0,17,145,1,16,0,202,243,4,3,4,3,17,1,16,0,17,145,1,16,0,0,5,57,20,48,0,0,0,0,14,0,1,0,0,0,0,0,8,37,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,5,7,46,3,0,0
0057,L867,ReservationList,ReservationList,L104,L103,/tmp/tmp.RptKjI/HM/src/ReservationList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,1,2,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0057,L910,RoomList,RoomList,L104,L103,/tmp/tmp.RptKjI/HM/src/RoomList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,0,0,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0058,L398,ClientList,ClientList,L104,L103,/tmp/tmp.RptKjI/HM/src/ClientList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,1,1,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0058,L600,DBManager,DBManager,L104,L103,/tmp/tmp.RptKjI/HM/src/DBManager.java,13,1,255,2,0.125899,1,2,2,0.0823045,0.0990099,20,20,2,2,2,27,3,8,18,13,30,0.941176,0.114035,26,23,16,1,0.114035,26,0,0,0,0,0,202,243,4,3,4,3,17,1,16,0,17,145,1,16,0,202,243,4,3,4,3,17,1,16,0,17,145,1,16,0,0,5,57,20,48,0,0,0,0,14,0,1,0,0,0,0,0,8,37,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,5,7,46,3,0,0
0058,L867,ReservationList,ReservationList,L104,L103,/tmp/tmp.RptKjI/HM/src/ReservationList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,1,2,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0058,L910,RoomList,RoomList,L104,L103,/tmp/tmp.RptKjI/HM/src/RoomList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,0,0,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0059,L398,ClientList,ClientList,L104,L103,/tmp/tmp.RptKjI/HM/src/ClientList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,1,1,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0059,L600,DBManager,DBManager,L104,L103,/tmp/tmp.RptKjI/HM/src/DBManager.java,13,1,255,2,0.125899,1,2,2,0.0823045,0.0990099,20,20,2,2,2,27,3,8,18,13,30,0.941176,0.114035,26,23,16,1,0.114035,26,0,0,0,0,0,202,243,4,3,4,3,17,1,16,0,17,145,1,16,0,202,243,4,3,4,3,17,1,16,0,17,145,1,16,0,0,5,57,20,48,0,0,0,0,14,0,1,0,0,0,0,0,8,37,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,5,7,46,3,0,0
0059,L867,ReservationList,ReservationList,L104,L103,/tmp/tmp.RptKjI/HM/src/ReservationList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,1,2,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0059,L910,RoomList,RoomList,L104,L103,/tmp/tmp.RptKjI/HM/src/RoomList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,0,0,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0060,L398,ClientList,ClientList,L104,L103,/tmp/tmp.RptKjI/HM/src/ClientList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,1,1,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0060,L600,DBManager,DBManager,L104,L103,/tmp/tmp.RptKjI/HM/src/DBManager.java,13,1,255,2,0.125899,1,2,2,0.0823045,0.0990099,20,20,2,2,2,27,3,9,19,13,30,0.941176,0.114035,26,23,16,1,0.114035,26,0,0,0,0,0,202,243,4,3,4,3,17,1,16,0,17,145,1,16,0,202,243,4,3,4,3,17,1,16,0,17,145,1,16,0,0,5,57,20,48,0,0,0,0,14,0,1,0,0,0,0,0,8,37,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,5,7,46,3,0,0
0060,L869,ReservationList,ReservationList,L104,L103,/tmp/tmp.RptKjI/HM/src/ReservationList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,1,2,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0060,L911,RoomList,RoomList,L104,L103,/tmp/tmp.RptKjI/HM/src/RoomList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,0,0,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0061,L398,ClientList,ClientList,L104,L103,/tmp/tmp.RptKjI/HM/src/ClientList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,1,1,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0061,L600,DBManager,DBManager,L104,L103,/tmp/tmp.RptKjI/HM/src/DBManager.java,13,1,255,2,0.125899,1,2,2,0.0823045,0.0990099,20,20,2,2,2,27,3,9,19,13,30,0.941176,0.114035,26,23,16,1,0.114035,26,0,0,0,0,0,202,243,4,3,4,3,17,1,16,0,17,145,1,16,0,202,243,4,3,4,3,17,1,16,0,17,145,1,16,0,0,5,57,20,48,0,0,0,0,14,0,1,0,0,0,0,0,8,37,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,5,7,46,3,0,0
0061,L871,ReservationList,ReservationList,L104,L103,/tmp/tmp.RptKjI/HM/src/ReservationList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,1,2,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0061,L913,RoomList,RoomList,L104,L103,/tmp/tmp.RptKjI/HM/src/RoomList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,0,0,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0062,L398,ClientList,ClientList,L104,L103,/tmp/tmp.RptKjI/HM/src/ClientList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,1,1,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0062,L600,DBManager,DBManager,L104,L103,/tmp/tmp.RptKjI/HM/src/DBManager.java,13,1,255,2,0.125899,1,2,2,0.0823045,0.0990099,20,20,2,2,2,27,3,9,19,13,30,0.941176,0.114035,26,23,16,1,0.114035,26,0,0,0,0,0,202,243,4,3,4,3,17,1,16,0,17,145,1,16,0,202,243,4,3,4,3,17,1,16,0,17,145,1,16,0,0,5,57,20,48,0,0,0,0,14,0,1,0,0,0,0,0,8,37,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,5,7,46,3,0,0
0062,L875,ReservationList,ReservationList,L104,L103,/tmp/tmp.RptKjI/HM/src/ReservationList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,1,2,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0062,L917,RoomList,RoomList,L104,L103,/tmp/tmp.RptKjI/HM/src/RoomList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,0,0,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0063,L398,ClientList,ClientList,L104,L103,/tmp/tmp.RptKjI/HM/src/ClientList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,1,1,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0063,L600,DBManager,DBManager,L104,L103,/tmp/tmp.RptKjI/HM/src/DBManager.java,13,1,255,2,0.125899,1,2,2,0.0823045,0.0990099,20,20,2,2,2,27,3,9,19,13,30,0.941176,0.114035,26,23,16,1,0.114035,26,0,0,0,0,0,202,243,4,3,4,3,17,1,16,0,17,145,1,16,0,202,243,4,3,4,3,17,1,16,0,17,145,1,16,0,0,5,57,20,48,0,0,0,0,14,0,1,0,0,0,0,0,8,37,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,5,7,46,3,0,0
0063,L875,ReservationList,ReservationList,L104,L103,/tmp/tmp.RptKjI/HM/src/ReservationList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,1,2,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0063,L917,RoomList,RoomList,L104,L103,/tmp/tmp.RptKjI/HM/src/RoomList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,0,0,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0064,L299,ClientList,ClientList,L104,L103,/tmp/tmp.RptKjI/HM/src/ClientList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,1,1,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0064,L524,DBManager,DBManager,L104,L103,/tmp/tmp.RptKjI/HM/src/DBManager.java,13,1,255,2,0.125899,1,2,2,0.0823045,0.0990099,20,20,2,2,2,27,3,9,19,13,30,0.941176,0.114035,26,23,16,1,0.114035,26,0,0,0,0,0,202,243,4,3,4,3,17,1,16,0,17,145,1,16,0,202,243,4,3,4,3,17,1,16,0,17,145,1,16,0,0,5,57,20,48,0,0,0,0,14,0,1,0,0,0,0,0,8,37,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,5,7,46,3,0,0
0064,L848,ReservationList,ReservationList,L104,L103,/tmp/tmp.RptKjI/HM/src/ReservationList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,1,2,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0064,L890,RoomList,RoomList,L104,L103,/tmp/tmp.RptKjI/HM/src/RoomList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,0,0,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0065,L299,ClientList,ClientList,L104,L103,/tmp/tmp.RptKjI/HM/src/ClientList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,1,1,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0065,L524,DBManager,DBManager,L104,L103,/tmp/tmp.RptKjI/HM/src/DBManager.java,13,1,255,2,0.125899,1,2,2,0.0823045,0.0990099,20,20,2,2,2,27,3,9,19,13,30,0.941176,0.114035,26,23,16,1,0.114035,26,0,0,0,0,0,202,243,4,3,4,3,17,1,16,0,17,145,1,16,0,202,243,4,3,4,3,17,1,16,0,17,145,1,16,0,0,5,57,20,48,0,0,0,0,14,0,1,0,0,0,0,0,8,37,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,5,7,46,3,0,0
0065,L848,ReservationList,ReservationList,L104,L103,/tmp/tmp.RptKjI/HM/src/ReservationList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,1,2,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0065,L890,RoomList,RoomList,L104,L103,/tmp/tmp.RptKjI/HM/src/RoomList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,0,0,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0066,L299,ClientList,ClientList,L104,L103,/tmp/tmp.RptKjI/HM/src/ClientList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,1,1,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0066,L524,DBManager,DBManager,L104,L103,/tmp/tmp.RptKjI/HM/src/DBManager.java,13,1,255,2,0.125899,1,2,2,0.0823045,0.0990099,20,20,2,2,2,27,3,9,19,13,30,0.941176,0.114035,26,23,16,1,0.114035,26,0,0,0,0,0,202,243,4,3,4,3,17,1,16,0,17,145,1,16,0,202,243,4,3,4,3,17,1,16,0,17,145,1,16,0,0,5,57,20,48,0,0,0,0,14,0,1,0,0,0,0,0,8,37,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,5,7,46,3,0,0
0066,L848,ReservationList,ReservationList,L104,L103,/tmp/tmp.RptKjI/HM/src/ReservationList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,1,2,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0066,L890,RoomList,RoomList,L104,L103,/tmp/tmp.RptKjI/HM/src/RoomList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,0,0,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0067,L299,ClientList,ClientList,L104,L103,/tmp/tmp.RptKjI/HM/src/ClientList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,1,1,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0067,L524,DBManager,DBManager,L104,L103,/tmp/tmp.RptKjI/HM/src/DBManager.java,13,1,255,2,0.125899,1,2,2,0.0823045,0.0990099,20,20,2,2,2,27,3,9,19,13,30,0.941176,0.114035,26,23,16,1,0.114035,26,0,0,0,0,0,202,243,4,3,4,3,17,1,16,0,17,145,1,16,0,202,243,4,3,4,3,17,1,16,0,17,145,1,16,0,0,5,57,20,48,0,0,0,0,14,0,1,0,0,0,0,0,8,37,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,5,7,46,3,0,0
0067,L850,ReservationList,ReservationList,L104,L103,/tmp/tmp.RptKjI/HM/src/ReservationList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,1,2,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0067,L892,RoomList,RoomList,L104,L103,/tmp/tmp.RptKjI/HM/src/RoomList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,0,0,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0068,L299,ClientList,ClientList,L104,L103,/tmp/tmp.RptKjI/HM/src/ClientList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,1,1,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0068,L524,DBManager,DBManager,L104,L103,/tmp/tmp.RptKjI/HM/src/DBManager.java,13,1,255,2,0.125899,1,2,2,0.0823045,0.0990099,20,20,2,2,2,27,3,9,19,13,30,0.941176,0.114035,26,23,16,1,0.114035,26,0,0,0,0,0,202,243,4,3,4,3,17,1,16,0,17,145,1,16,0,202,243,4,3,4,3,17,1,16,0,17,145,1,16,0,0,5,57,20,48,0,0,0,0,14,0,1,0,0,0,0,0,8,37,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,5,7,46,3,0,0
0068,L850,ReservationList,ReservationList,L104,L103,/tmp/tmp.RptKjI/HM/src/ReservationList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,1,2,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0068,L892,RoomList,RoomList,L104,L103,/tmp/tmp.RptKjI/HM/src/RoomList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,0,0,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
0069,L299,ClientList,ClientList,L104,L103,/tmp/tmp.RptKjI/HM/src/ClientList.java,3,1,29,2,0,0,0,0,0,0,0,0,1,1,1,5,2,1,1,1,5,0.25,0.136364,3,1,1,3,0.136364,3,0,0,0,0,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,19,27,2,1,2,1,4,1,3,0,4,6,1,3,0,0,0,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
